Date,Day Name,Readings,Tone,Is Holy Day?,Is Fasting?,Is Solemn Day?,Is Simple Holy Day?,Is Prefestive?,Is Postfestive Celebration?,Beginning of the Week Description,About Today,Remarks,Iconography URL,Iconography Caption,Further Reading
"Wednesday, March 11, 2026","MID-LENT|Sophronius—Patriarch of Jerusalem","Gen 9:18-10:1|Prov 12:23-13:9",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Our holy father, Sophronius, Patriarch of Jerusalem, died A.D. 638 in the reign of Heraclius the Emperor. He revised the prominent Church Book called the ""Minea,"" and also composed the prayer for the solemn blessing of the water on the Feast of the Epiphany.",Simple abstinence from meat. Presanctified Divine Liturgy celebrated.,,,
"Thursday, March 12, 2026","Theophane—Venerable-Confessor","Gen 10:32-11:9|Prov 13:19-14:6",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Our venerable father and confessor, Theophane of Syngria, was banished by the Emperor Leo the Armenian for his stand against the Iconoclasts at the Second Council of Nicea A.D. 787. Died in exile A.D. 818, bound and starved to death. — Our holy father, Gregory the Great, Dialogus, Pope of Rome, who probably composed the Liturgy of the Presanctified for the Eastern Churches. He died A.D. 604 in the reign of Emperor Phocas.",,,,
"Friday, March 13, 2026","Translation of the Relics of Nicephorus—Patriarch","Gen 12:1-7|Prov 14:14-26",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Translation of Relics of our father, Nicephorus, Patriarch of Constantinople. He defended the practice of the veneration of Icons in the persecution of Leo the Armenian. He died in the fifteenth year of his exile A.D. 771 in the reign of Constantine V Copronymus, Emperor. (Confer June 2.)",Simple abstinence from meat. Presanctified Divine Liturgy celebrated.,,,
"Saturday, March 14, 2026","4th All Souls Saturday","Heb 6:9-12|Mk 7:31-37",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Our venerable father, Benedict, Abbot. He founded in Italy in the sixth century the Benedictine Order based on the rules of St. Basil the Great, hence merited the title of ""Patriarch of the Western Monks."" Died A.D. 543. — St. Alexander of Pidna, Priest-Martyr, suffered and died in Thrace A.D. 272 in the reign of Aurelian, Emperor.",,,,
"Sunday, March 15, 2026","4TH SUNDAY OF THE GREAT FAST|JOHN CLIMACUS—VENERABLE","Heb 6:13-20|Mk 9:17-31",Tone 7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Agapius, Martyr, and with him six others. Timolaus, two Alexanders, Romel, two Dionisii. These were put to death A.D. 290 in the reign of Diocletian, Emperor.",The Divine Liturgy of St. Basil is celebrated.,,,
"Monday, March 16, 2026","Sabinus & Papas—Martyrs","Gen 13:12-18|Prov 14:27-15",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5th Week of the Great Fast,"SS. Sabinus and Papas, Martyrs, Egyptians, were thrown into the River Nile A.D. 296 in the persecution under Diocletian. — St. Julian, Martyr, died A.D. 298 in the reign of Maximian, Emperor. — St. Alexander, Priest-Martyr, Pope of Rome, passed away about A.D. 119 under Hadrian, Emperor.",,,,
"Tuesday, March 17, 2026","Alexis, Man of God—Venerable","Gen 15:1-15|Prov 15:7-19",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Our venerable father, Alexis, man of God, was the only son of a Roman Senator; died A.D. 404. Pope Innocent I and the Emperor Honorius are said to have been present at his burial.",,,,
"Wednesday, March 18, 2026","Cyril of Jerusalem—Archbishop","Gen 17:1-9|Prov 15:20-16:9",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Our holy father, Cyril, Archbishop of Jerusalem. His ""Catechetical Instruction,"" given to the Catechumens, on the elements of the Faith are among the most precious documents of Catholic teaching. He was named by Pope Leo XII among the Doctors of the Church. He died A.D. 386 in the reign of Theodosius, Emperor. — SS. Alexandra, Claudia, Evphrasia and other Martyrs who suffered death in Missena A.D. 237, during the reign of Maximian, Emperor.",Simple abstinence from meat. Presanctified Divine Liturgy celebrated.,,,
"Thursday, March 19, 2026","Great Canon of St. Andrew of Crete","Gen 18:20-33|Prov 16:17-33",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"SS. Chrysanthus and Daria, Martyrs, came from the East to Rome, where they suffered death by being buried alive A.D. 283. — Our venerable father, Thomas, Patriarch of Constantinople, died in peace during the reign of Phocas, Emperor A.D. 608.",Great Canon of St. Andrew of Crete. The Presanctified Liturgy may be celebrated.,,,
"Friday, March 20, 2026","Venerable Fathers of the St. Sabbas Monastery","Gen 22:1-18|Prov 17:17-18:5",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Our venerable fathers, martyred in the Monastery of St. Sabbas.",Simple abstinence from meat. Presanctified Divine Liturgy celebrated.,,,
"Saturday, March 21, 2026","Akathistos Saturday","Heb 9:24-28|Mk 8:27-31",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Our venerable father and confessor, James of Catania, Bishop, died in the persecution of the Iconoclasts A.D. 765.",,,,
"Sunday, March 22, 2026","5TH SUNDAY OF THE GREAT FAST|MARY OF EGYPT—VENERABLE","Heb 9:11-14|Mk 10:32-45",Tone 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Basil, Priest-martyr, Presbyter of the Church in Ancyra, was thrown to the wild beasts in the arena at Caesarea in Palestine A.D. 363 under Julian the Apostate. — Venerable Isaak, Monk.",The Divine Liturgy of St. Basil is celebrated.,,,
"Monday, March 23, 2026","Nicon and others—Venerable-Martyrs","Gen 27:1-41|Prov 19:16-25",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6th Week of the Great Fast,"St. Nicon, Venerable-martyr and two hundred disciples fled the persecution in Palestine to a refuge in Sicily where they were put to death A.D. 250 under Decius, Emperor.",,,,
"Tuesday, March 24, 2026","Zachary—Venerable","Gen 31:3-16|Prov 21:3-21",,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Our venerable father, Zachary, and James, Confessor. — Our holy father, Artemius, Bishop of Thessalonica, a Selucian by birth, he was elevated to the Bishopric by St. Paul the Apostle. — St. Artemon, Martyr-presbyter of Laodicea, was burned to death A.D. 305 under Diocletian, Emperor.",,,,
"Wednesday, March 25, 2026","ANNUNCIATION OF THE THEOTOKOS","Heb 2:11-18|Lk 1:24-38",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,"Annunciation of the Theotokos made by the Archangel Gabriel. (This Feast of B. V. Mary is celebrated from the 5th century.)","Feast of the Annunciation. Vespers with the Divine Liturgy of St. John Chrysostom is celebrated in the evening. Old Testament Readings: Genesis 43:25-45:16; Proverbs 21:23-22:4; Exodus 3:1-8; Proverbs 8:22-29. Simple abstinence from meat.",,,
"Thursday, March 26, 2026","Synaxis of the Archangel Gabriel","Gen 46:1-7|Prov 23:15-24:5",,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,"Synaxis of the Archangel Gabriel. His chief ministry to mankind was his appearing to the Theotokos to tell her that she was chosen Mother of the Messias. St. Gabriel was the Angel sent to Zachary also, to announce the conception of St. John the Baptist. (Confer July 13.)",,,,
"Friday, March 27, 2026","Matrona—Venerable","Gen 49:33-50:26|Prov 31:8-31",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Our holy mother, Matrona of Seluna, Martyr, was imprisoned and cruelly tortured with fire to death.",Simple abstinence from meat. Presanctified Divine Liturgy celebrated.,,,
"Saturday, March 28, 2026","Saturday of Lazarus","Heb 12:28-13:8|Jn 11:1-45",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Our venerable father, Hilary, Monk, and St. Stephen, wonderworker, died during the reign of Leo the Armenian. — St. Jonas and his brother, St. Barachisius of Bethasa, Martyrs, and others, suffered cruel tortures under King Sapor of Persia and died A.D. 327 in the reign of Constantine, Emperor.",,,,
"Sunday, March 29, 2026","PALM SUNDAY","Phil 4:4-9|Jn 12:1-18",Festal Tone,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Our venerable father, Mark, Bishop of Arethusa, and Cyril, a Palestinian Deacon, and other Martyrs, suffered death from tortures under Julian the Apostate A.D. 362 for destruction of idol temples.",Palm Sunday. Blessing of Willows and Palms.,,,
"Monday, March 30, 2026","HOLY MONDAY","Ex 1:1-20; Job 1:1-12|Mt 24:3-35",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Holy Week,"Our venerable father, John Climacus, Hegumen-Abbot, born in Palestine. At the age of 16 he declined a brilliant worldly future and retired to a Monastery on Mt. Sinai, where at the age of 75, chosen Hegumen-Abbot, he wrote the famous ""Ladder of Perfection."" He died A.D. 605. — Venerable John the Silent, Bishop of Colonia, in Armenia. Resigned his Bishopric and retired into the Monastery of St. Sabbas, where, concealing the fact that he was a Bishop, he did menial work. Called for ordination by St. Sabbas, his true state was revealed in confidence. Aged 104, he died A.D. 558.","Holy Week. The Presanctified Divine Liturgy is celebrated on Monday and Tuesday. A Gospel is read at the Presanctified Divine Liturgies.",,,
"Tuesday, March 31, 2026","HOLY TUESDAY","Ex 2:5-10; Job 1:13-22|Mt 24:36-26:2",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Venerable father, Hypatius, Bishop of Gangra, in Paphlagonia (Asia Minor), he attended the Ecumenical Council of Nicea A.D. 325, and defended the Faith. Returning from Nicea, heretics attacked and stoned him to death, during the reign of Constantine, the Great, Emperor.","Holy Week. The Presanctified Divine Liturgy is celebrated on Monday and Tuesday. A Gospel is read at the Presanctified Divine Liturgies.",,,

