Date,Day Name,Readings,Tone,Is Holy Day?,Is Fasting?,Is Solemn Day?,Is Simple Holy Day?,Is Prefestive?,Is Postfestive Celebration?,Beginning of the Week Description,About Today,Remarks,Iconography URL,Iconography Caption,Further Reading
"Friday, September 11, 2026","Theodora—Venerable","Eph 1:7-17|Mk 8:1-10",,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,"Our venerable mother, Theodora, of Alexandria, Penitent. She was an Egyptian woman who lived a long life of austere penance because of a sin committed in her youth. She is said to have donned male attire, entered a monastery, where she endured much from Satan and passed to her reward A.D. 472 in the reign of the Emperor Zenon.",Simple abstinence from meat or equivalent penance.,,,
"Saturday, September 12, 2026","Saturday Before the Exaltation of the Cross|Autonomous—Bishop-Martyr","1 Cor 2:6-9|Mt 10:37-11:1",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,"St. Autonomous, Priest-Martyr, is alleged by the Greeks to have been an Italian Bishop, who fled into Bithynia, in Asia Minor, to escape the fury of the Diocletian persecution. He made many converts and died for the Faith about A.D. 300.",Final Day of the Feast of the Birth of the Theotokos.,,,
"Sunday, September 13, 2026","SUNDAY BEFORE THE EXALTATION OF THE CROSS|Dedication of the Church of the Resurrection","Gal 6:11-18|Jn 3:13-17",Tone 7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Commemorating the Dedication of the Church of the Resurrection of Our Lord Jesus Christ. — St. Cornelius, Priest-Martyr, was the Centurion of the Italic cohort, baptised at Caesarea in Palestine by the Apostle St. Peter about A.D. 41 (Acts 10.) Tradition makes him first Bishop of Caesarea.","Dedication of the Church of the Resurrection, Epistle, Hebrews 3:1-4; Gospel, Matthew 16:13-18.",,,
"Monday, September 14, 2026","EXALTATION OF THE HOLY CROSS","1 Cor 1:18-24|Jn 19:6-11,13-21,25-27,30-35",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,"Exaltation of the Holy and Life-Giving Cross. Discovery of the Holy Cross on which Our Lord suffered together with the nails, is credited to Empress Helen, mother of Constantine the Great. The finding was made in Jerusalem A.D. 326. In the Church of Jerusalem, erected by St. Helen over the Sepulchre of Our Lord, the Patriarch St. Macarius, elevated the Cross and all the people beholding it cried out, ""Lord, have mercy!""","Exaltation of the Holy Cross. By tradition, strict abstinence from meat or dairy products. All Divine Liturgies and other services celebrated in red vestments.",,,
"Tuesday, September 15, 2026","Nicetas—Great-Martyr","Eph 2:19-3:7|Mk 11:11-23",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,17th Week after Pentecost,"St. Nicetas, the Great-Martyr, was a Goth and a victim of the fury of King Athanaric, ruler of the nations settled about the Danube. He was a disciple of the celebrated Ulphilas (Theophilus). He was burned to death about A.D. 78.",,,,
"Wednesday, September 16, 2026","Euphemia—Great-Martyr","Eph 3:8-21|Mk 11:23-26",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,"St. Euphemia, the Great Virgin-Martyr. She was burned at the stake for the Faith of Christ, in the city of Chalcedon, in the reign of Galerius, about A.D. 107.",,,,
"Thursday, September 17, 2026","Sophia and Others—Martyr","Eph 4:14-19|Mk 11:27-33",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,"SS. Sophia and her Three Daughters, Faith, Hope and Charity. These three Virgins suffered death for Christ while still children, under the Emperor Hadrian. Three days later their mother, praying at their tomb, passed away.",,,,
"Friday, September 18, 2026","Eumenius—Bishop","Eph 4:17-25|Mk 12:1-12",,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,"Our venerable father, Eumenius, Wonderworker, Bishop of Gortyna on the Island of Crete, was conspicuous for his charity. He died in exile in the latter half of the 3rd century.",Simple abstinence from meat or equivalent penance.,,,
"Saturday, September 19, 2026","Saturday After the Exaltation of the Cross|Trophimus and Others—Martyrs","1 Cor 1:26-29|Jn 8:21-30",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,"SS. Trophimus, Sabbatius and Dorymedont, Martyrs. They were tortured and beheaded as Christians, most probably at Antioch, about A.D. 277.",,,,
"Sunday, September 20, 2026","SUNDAY AFTER THE EXALTATION OF THE CROSS","Gal 2:16-20|Mk 8:34-9:1",Tone 8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,"SS. Eustace (Placidus), the Great Soldier-Martyr, and his wife, Theopista, and their sons, Agapius and Theopistus, Martyrs, put to death as Christians under the Emperor Hadrian A.D. 118.",,,,
"Monday, September 21, 2026","Codratus—Apostle","Eph 4:25-32|Lk 3:19-22",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18th Week after Pentecost,"St. Codratus, registered in the old Martyrologies as a disciple of the Apostles and successor of St. Publius as Bishop of Athens, where he died by sword some time before A.D. 130.",Final Day of the feast of the Exaltation of the Holy Cross. The continuous reading of the Gospel of the Holy Apostle and Evangelist Luke begins. There is no Lucan leap this year.,,,
"Tuesday, September 22, 2026","Phocas—Bishop-Martyr","Eph 5:20-26|Lk 3:23-4:1",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Phocas, Priest-Martyr, Bishop of Sinope on the Black Sea. He was put to death under the Emperor Trajan A.D. 102 (Confer July 22.) — St. Jonah, Prophet, one of the Twelve Lesser Prophets and an inspired writer of a Canonical Book of Holy Scriptures. He died 761 B.C. — Venerable Jonah, father of St. Theophanes, composer of the Canons, and of Theodore, having flourished A.D. 817.",,,,
"Wednesday, September 23, 2026","Conception of John the Baptist","Gal 4:22-31|Lk 1:5-25",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Conception of St. John the Baptist, the glorious Prophet and Precursor of Our Lord, Jesus Christ.",,,,
"Thursday, September 24, 2026","Thecla—Proto-Martyr","Eph 5:33-6:9|Lk 4:16-22",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Thecla, First Virgin-Martyr. One of the most celebrated of the Saints of the Early Church. St. Epiphanius and others relate that she was converted at Iconium in Lycaonia by St. Paul (Acts 14) A.D. 51. She died before the close of the 1st century.",,,,
"Friday, September 25, 2026","Euphrosyna—Venerable","Eph 6:18-24|Lk 4:22-30",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Our venerable mother, Euphrosyna, was an Egyptian maiden of pious Christian parents at Alexandria. To avoid marriage and preserve her virginity, she assumed male attire and entered a monastery of Monks to frustrate a search for her. She retired into a cell and for 38 years was looked upon as a holy man. Even her own father sought spiritual advice from her and appreciated her counsels. He assisted at her last moments. Only then did she disclose her identity. After her death about A.D. 470 her father took possession of her cell where he passed the rest of his days in penance and prayer.",Simple abstinence from meat or equivalent penance.,,,
"Saturday, September 26, 2026","The Passing of John—Apostle - Evangelist","1 Jn 4:12-19|Jn 19:25-27,21:24-25",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"The Passing of St. John the Theologian, Apostle and Evangelist. (Confer May 8th.)",Feast of Paul VI Pope of Rome.,,,
"Sunday, September 27, 2026","18TH SUNDAY AFTER PENTECOST","2 Cor 9:6-11|Lk 5:1-11",Tone 1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Callistratus, Soldier-Martyr and a fifty African soldiers were put to death at Constantinople under the Emperor Diocletian A.D. 295 for the Christian Faith. It is related that they were sewn up in sacks and cast into the sea.",,,,
"Monday, September 28, 2026","Chariton—Venerable-Confessor","2 Cor 4:6-15|Lk 6:17-23",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19th Week after Pentecost,"Our venerable father, Chariton, Confessor-Martyr, appears to have been burned to death A.D. 362.",,,,
"Tuesday, September 29, 2026","Cyriacus—Venerable","Phil 1:8-14|Lk 5:12-16",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Our venerable father, Cyriacus, Hermit, a Greek by birth, embraced monastic life in Palestine. He lived for 198 years, and died A.D. 550.",,,,
"Wednesday, September 30, 2026","Gregory Illuminator—Bishop-Martyr","Phil 1:12-20|Lk 5:33-39",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Gregory, Bishop-Martyr, the Illuminator of Greater Armenia. He is considered an Apostle of his country. It seems certain that he was consecrated first Patriarch of the Armenians, that he converted Tiridates, King of the country and suffered much from the heathens. He died about A.D. 332.",,,,

