Date,Day Name,Readings,Tone,Is Holy Day?,Is Fasting?,Is Solemn Day?,Is Simple Holy Day?,Is Prefestive?,Is Postfestive Celebration?,Beginning of the Week Description,About Today,Remarks,Iconography URL,Iconography Caption,Further Reading
"Monday, January 19, 2026","Macarius of Egypt—Venerable|Martin L. King Day","1 Peter 2:21-3:9|Mk 12:13-17",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33rd Week after Pentecost,"Our venerable fathers, Macarius of Egypt, A.D. 373, and Macarius of Alexandria, Monks: date of death A.D. 395, in the reign of Theodosius the Great, Emperor. — St. Euphrosinia, Virgin.",,,,
"Tuesday, January 20, 2026","Euthymius the Great—Venerable","Heb 13:17-21|Lk 6:17-23",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Our venerable and divinely inspired father, Euthymius the Great, Hegumen-Abbot, lived at the time of the reign of Arcadius and Honorius, Emperors: died in the year A.D. 473.",,,,
"Wednesday, January 21, 2026","Maximus the Confessor—Venerable","1 Peter 4:1-11|Mk 12:28-37",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Our venerable father, Maximus, Confessor; died from tortures A.D. 662, in the reign of Constans II. His tongue torn out, and right hand cut off, he died in prison. — St. Neophytus, Martyr, a youth not yet 15 years old, died A.D. 310, in the reign of Diocletian. — SS. Eugene, Candidus, Valerian and Aquilas, Martyrs; died by fire in A.D. 292.",,,,
"Thursday, January 22, 2026","Timothy—Apostle|Anastasius—Martyr","1 Peter 4:12-5:5|Mk 12:38-44",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Timothy, Apostle, was the most famous disciple of St. Paul, during the reign of Emperor Nero, and the first Bishop of Ephesus in Asia Minor. — St. Anastasius, venerable martyr of Persia, suffered martyrdom A.D. 619, at the hands of Chosroas, during the reign of Heracleus, Emperor.",,,,
"Friday, January 23, 2026","Clement of Ancyra—Priest-Martyr","2 Peter 1:1-10|Mk 13:1-8",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Clement, Priest-Martyr, Bishop of Ancyra, lived in exile for 28 years under several persecutors and died by the sword A.D. 296. — St. Agathangelus, Martyr, suffered death also in the reign of Maximian and Diocletian, Emperors.",,,,
"Saturday, January 24, 2026","Xenia—Blessed","2 Tim 2:11-19|Lk 18:2-8",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Our venerable mother, Xenia was of a noble and famous Roman family. Her former name was Eusebia, and as her parents were planning her marriage, she escaped from her bridegroom and with two handmaids fled to Alexandria for refuge.",,,,
"Sunday, January 25, 2026","SUNDAY OF THE PUBLICAN AND PHARISEE|Gregory the Theologian—Archbishop","2 Tim 3:10-15|Lk 18:10-14",Tone 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Begin Triodion,"Our holy father, Gregory, the Theologian of Cappadocia in Asia Minor, Archbishop of Constantinople, is one of the greatest writers and poets and one of the four great doctors of the Byzantine Church. He died in A.D. 389, in the reign of Theodosius the Great: he presided in Constantinople in the Church of Holy Wisdom for 12 years. He died at the age of 80. (Confer January 30)",,,,
"Monday, January 26, 2026","Xenophon and his wife Mary—Venerables","2 Peter 1:20-2:9|Mk 13:9-13",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34th Week after Pentecost,"Our venerable father, Xenophon, his wife, Mary, and sons, Arcadius and John, died in the year A.D. 520, in the reign of Justin. — Theodore, Hegumen-Abbot of Monks of Studites, and his brother, Joseph, who died A.D. 826, during the reign of Michael the Stutterer, Emperor.",,,,
"Tuesday, January 27, 2026","Translation of the Relics of St. John Chrysostom","Heb 7:26-8:2|Jn 10:9-16",,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"Translation of the Relics of our father, St. John Chrysostom, took place in A.D. 438. — (Confer January 30 and November 13.)",,,,
"Wednesday, January 28, 2026","Ephrem the Syrian—Venerable","2 Peter 3:1-18|Mk 13:24-31",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Our venerable father, Ephrem, ""Prophet of Syrians and an Instrument of Holy Spirit,"" a great poet, orator, exegete and defensor of Orthodoxy. He died about A.D. 373 as a Deacon.",,,,
"Thursday, January 29, 2026","Translation of the Relics of St. Ignatius—Martyr","1 Jn 1:8-2:6|Mk 13:31-14:2",,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"Translation of the Relics of St. Ignatius, the ""God-Bearer,"" Priest-Martyr, Bishop of Antioch. He was devoured by lions at Rome. His disciples carried his relics to Antioch into his Church in the year A.D. 109, in the reign of Trajan, the persecutor. (Confer December 20.) — SS. Roman, James, Philotheus, and St. Aphraates, Martyrs.",,,,
"Friday, January 30, 2026","Three Holy Hierarchs","Heb 13:7-16|Mt 5:14-19",,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"Feast of the Three Holy Hierarchs, i.e., The Three Great Fathers of the church; namely, St. Basil The Great, (See 1st of Jan.) St. Gregory, the Theologian (See 25th of Jan.) and St. John, the Chrysostom, (See 13th of Nov.) — St. Hippolytus, Priest-Martyr, Bishop of Porto. He was put to death by drowning, under Alexander Severus, Emperor.",,,,
"Saturday, January 31, 2026","Cyrus and John—Unmercenary Healers","2 Tim 3:1-9|Lk 20:46-21:4",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SS. Cyrus and John, Wonderworkers and Unmercenaries, i.e., Physicians without remuneration; (Confer June 28.) suffered death with Athanasia and her three daughters: Theodotia, Theopista and Eudokia, in the year A.D. 292 in the reign of Diocletian, Emperor.",,,,
