Date,Day Name,Readings,Tone,Is Holy Day?,Is Fasting?,Is Solemn Day?,Is Simple Holy Day?,Is Prefestive?,Is Postfestive Celebration?,Beginning of the Week Description,About Today,Remarks,Iconography URL,Iconography Caption,Further Reading
"Saturday, November 14, 2026","Philip—Apostle","1 Cor 4:9-16|Jn 1:43-51",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Phillip, one of the Twelve, was born in Bethsaida, in the town of SS. Andrew and Peter Apostles, preached in Phrygia (Asia Minor) and was crucified in Hieropolis by Hellens A.D. 80 head down like St. Peter Apostle. His three daughters were blessed with the gift of prophecy. He introduced Nathanael ""a true Israelite in whom there is no guile,"" to Jesus.",,,,
"Sunday, November 15, 2026","25TH SUNDAY AFTER PENTECOST","Eph 4:1-6|Lk 10:25-37",Tone 8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SS. Gurias, Samonas and Habib, Martyrs, at Edessa in Syria, were beheaded A.D. 299 under Emperor Diocletian.","Beginning of Philip's Fast, 11/15 - 12/24.",,,
"Monday, November 16, 2026","Matthew—Apostle-Evangelist","1 Cor 4:9-16|Mt 9:9-13",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26th Week after Pentecost,"St. Matthew, Apostle and Evangelist. His early Apostolic work was concerned with the Jews for whom he wrote his First Gospel in their own Aramaic tongue. He was martyred in Africa by fire.",,,,
"Tuesday, November 17, 2026","Gregory—Wonderworker Bishop","1 Tim 1:8-14|Lk 14:25-35",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Our holy father, Gregory, ""Taumaturgus,"" i.e., wonder-worker, Bishop in Neocaesarea: died A.D. 270 in the reign of Emperor Aurelian. Tradition states that he was instructed concerning the Holy Trinity by the Theotokos and St. John the Evangelist.",,,,
"Wednesday, November 18, 2026","Plato and Roman—Martyrs","1 Tim 1:18-20 & 2:8-15|Lk 15:1-10",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SS. Plato and Roman, Martyrs: the former suffered death A.D. 296: the latter A.D. 304.",,,,
"Thursday, November 19, 2026","Obadiah—Prophet","1 Tim 3:1-13|Lk 16:1-9",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Obadiah, Prophet, is of the Twelve Minor Prophets, having lived in the ninth century B.C. — St. Barlam, Martyr, was a pious peasant who was imprisoned and tortured for the Faith at Antioch A.D. 304, in the persecution under Diocletian and Galerius, Emperors.","Aliturgical day (without Divine Liturgy) may be observed.",,,
"Friday, November 20, 2026","Gregory the Decapolite—Venerable","1 Tim 4:4-8 & 16|Lk 16:15-18 & 17:1-4",,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Our venerable father, Gregory of Decapolis, suffered much in the Iconoclastic persecution under the Emperor Leo the Armenian. — Our holy father, Proclus, Archbishop of Constantinople, was a disciple of St. John Chrysostom. He died A.D. 446 in the reign of Theodosius the Younger, Emperor.",Simple abstinence from meat or equivalent penance.,,,
"Saturday, November 21, 2026","ENTRANCE OF THE THEOTOKOS","Heb 9:1-7|Lk 10:38-42;11:27-28",,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Entrance of the Theotokos into the Temple. (This Feast was introduced in Constantinople about the year A.D. 700.)",,,,
"Sunday, November 22, 2026","26TH SUNDAY AFTER PENTECOST","Eph 5:9-19|Lk 12:16-21",Tone 1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SS. Philemon and Others with him, Apostles, were disciples of St. Paul the Apostle, suffered martyrdom A.D. 68 under the Emperor Nero. — St. Cecilia, one of the most famous Virgin-Martyrs; she converted her betrothed and his brother to Christianity. She was seized and suffocated with the steam of a heat bath in her own mansion. She died probably in the reign of Emperor Septimus Severus.",,,,
"Monday, November 23, 2026","Amphilochius and Gregory—Bishops","1 Tim 5:1-10|Lk 17:20-25",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27th Week after Pentecost,"Our holy fathers, Amphilochius, Bishop of Iconium, and Gregory, Bishop of Agrigentum. The former died about A.D. 400, the latter about A.D. 600.",,,,
"Tuesday, November 24, 2026","Catherine—Great Martyr","1 Tim 5:11-21|Lk 17:26-37",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Catherine, Great Virgin-Martyr, after confessing the Christian Faith, was scourged for a long time with scorpions and suffered martyrdom by beheading A.D. 250 under the tyrant Maximin Daza, Emperor. — St. Mercurius, Great Martyr, martyred A.D. 250 during the reign of Decius, Emperor.",,,,
"Wednesday, November 25, 2026","Clement and Peter—Pope and Bishop","1 Tim 5:22-6:11|Lk 18:15-17 & 26-30",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Our holy father, Clement, Pope of Rome (third after St. Peter the Apostle), was cast into the Black Sea with an anchor around his neck probably A.D. 100 under Trajan, Emperor. — Our holy father, Peter, Bishop of Alexandria, put to death by the order of Emperor Maximin Daza, A.D. 311.",,,,
"Thursday, November 26, 2026","Alypius the Stylite—Venerable|Thanksgiving Day","1 Tim 6:17-21|Lk 18:31-34",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Our venerable father, Alypius, Stylite, who remained on his lofty perch 53 years and attained the age of 118, A.D. 608. — Dedication of the Church of St. George in Kiev.","Thanksgiving Day. Optional Readings, 1 Timothy 6:6-11 & 17-19; Luke 12:13-15 & 22-31 or Luke 12:42-48.",,,
"Friday, November 27, 2026","James the Persian—Martyr","2 Tim 1:1-2 & 8-18|Lk 19:12-28",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"St. James the Persian, Great-Martyr, suffered a fearful martyrdom A.D. 421, under the Persian ruler Varanes V. He was progressively cut to pieces, first fingers, then toes, hands, feet, arms, legs were successively cut from his living body, while he praised God in Psalmody. — Our venerable father, Palladius.",Simple abstinence from meat or equivalent penance.,,,
"Saturday, November 28, 2026","Stephen—Venerable Martyr","Gal 5:22-6:2|Lk 10:19-21",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Stephen, ""the Younger"", Venerable Martyr suffered martyrdom with Three Hundred and Forty-Three other Christians, victims of the fury of the Iconoclast Emperor Constantine Copronymus A.D. 766 — St. Irenarchus, and Seven Women, Martyrs, who suffered death with him A.D. 292.",,,,
"Sunday, November 29, 2026","27TH SUNDAY AFTER PENTECOST","Eph 6:10-17|Lk 13:10-17",Tone 2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SS. Paramon and Philemon, martyrs: the former martyred during the reign of Emperor Decius, A.D. 250; the latter under Aurelian, Emperor. — Our venerable father, Bessarion. — Venerable, Acacius, spoken of in ""The Ladder of Perfection.""",,,,
"Monday, November 30, 2026","Andrew—Apostle","1 Cor 4:9-16|Jn 1:35-51",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"St. Andrew, the ""First-called"" Apostle, brother of St. Peter the Prince of the Apostles. He was a disciple of St. John the Baptist. Tradition has it that he was crucified on a cross shaped in the form of an X at Patras in Achiia (Greece) AD. 60, under the reign of Nero, Emperor.",,,,


